src_ip,dst_ip,src_port,dst_port,protocol,duration,bytes_sent,bytes_received,packets,label
172.30.164.199,156.30.90.156,22724,8443,tcp,0.46151353589815713,281,660,7,c2_beacon
10.190.200.26,151.149.194.112,18542,8443,tcp,0.5778850788138135,363,438,7,c2_beacon
10.49.33.29,114.209.26.172,23533,22,tcp,1.4625762958574784,628,298,10,brute_force
192.168.252.77,43.84.144.157,44171,445,tcp,1.2414462331340412,798,773,3,brute_force
192.168.219.197,1.233.99.253,29523,445,tcp,1.8410552642521911,737,264,4,brute_force
192.168.219.197,1.233.99.253,17457,445,tcp,0.9487532297747471,396,547,4,brute_force
10.5.76.129,118.60.245.49,23321,443,tcp,0.2821196163054475,90,459,3,c2_beacon
10.79.73.120,100.248.240.81,63159,3389,tcp,0.8354464533728718,300,799,10,brute_force
192.168.160.213,121.14.211.89,27537,80,udp,1.8845322867397818,4042,932,9,benign
10.255.207.107,177.105.137.217,63548,53,tcp,1.3881627832491055,9984,12069,34,benign
192.168.195.205,102.253.161.223,2586,53,tcp,2.8709867391289667,7743,12731,30,benign
172.17.96.225,71.200.74.214,8012,8443,tcp,0.7427250348757186,341,582,2,c2_beacon
10.155.81.201,218.125.239.173,40376,22,tcp,1.4536698987642167,573,529,6,brute_force
10.101.48.52,167.243.118.149,61260,80,tcp,2.920015160697562,4849,10503,22,benign
10.27.159.168,152.161.144.128,54820,443,udp,3.334684755323819,2027,17056,25,benign
10.234.68.192,48.188.43.36,56757,443,tcp,2.075726851850114,9985,10118,31,benign
192.168.186.59,46.113.114.213,31015,3389,tcp,0.9727611282134536,433,54,7,brute_force
192.168.6.3,83.112.45.223,27075,53,tcp,4.375808879868153,2245,11845,18,benign
172.26.136.254,129.117.250.69,18258,3389,tcp,0.9014915123998386,433,279,7,brute_force
10.141.219.68,42.83.210.97,10715,3389,tcp,2.210634793106254,308,627,3,brute_force
172.21.53.133,130.119.93.209,9909,123,udp,2.728870179073068,5398,17171,31,benign
192.168.186.59,46.113.114.213,50730,3389,tcp,1.9064596457167475,825,571,7,brute_force
172.22.124.118,141.15.39.168,44255,59062,tcp,0.24271086155299598,102,46,4,port_scan
10.106.208.182,220.213.219.35,47581,80,tcp,2.1639193427779664,6793,11331,27,benign
10.44.77.91,32.124.51.185,46186,22,tcp,1.2448398212164564,323,117,8,brute_force
10.49.33.29,114.209.26.172,18714,22,tcp,0.06642307876809639,896,673,2,brute_force
172.26.136.254,129.117.250.69,64565,3389,tcp,1.1432804853844403,746,604,8,brute_force
172.17.96.225,71.200.74.214,22229,8443,tcp,0.5261067871096481,226,601,4,c2_beacon
172.28.44.247,105.139.116.210,52672,8080,tcp,0.4843250956104839,151,704,6,c2_beacon
10.128.54.28,16.77.172.134,51343,443,tcp,4.805277378334902,9127,18658,41,benign
192.168.209.19,65.115.226.63,59768,123,udp,2.6397213632116716,3486,13839,23,benign
10.155.81.201,218.125.239.173,51435,22,tcp,0.6579855338311904,847,230,2,brute_force
192.168.159.230,32.41.46.207,49516,443,tcp,0.9848072562450758,172,543,3,c2_beacon
10.180.218.113,26.110.42.81,1581,8443,tcp,0.7457461274502712,393,443,5,c2_beacon
10.244.213.201,179.92.40.21,10234,22,tcp,2.0355126134921573,246,668,9,brute_force
10.110.84.11,36.240.175.209,30483,123,udp,3.6725059984236705,2324,8420,14,benign
172.16.138.110,218.166.188.207,18870,445,tcp,1.1711020845393103,250,728,5,brute_force
10.217.246.85,219.131.102.241,33237,8080,tcp,0.4714835470187765,227,770,7,c2_beacon
10.113.238.15,19.181.86.195,36448,58903,tcp,0.3228104625355491,178,337,3,port_scan
172.29.181.89,78.191.64.128,2141,443,tcp,0.39037565063246166,335,444,8,c2_beacon
172.26.39.116,29.159.245.27,13121,53,udp,1.9779443469058997,9220,4702,23,benign
192.168.133.227,215.236.18.186,31328,443,tcp,0.4262757796676882,84,427,8,c2_beacon
172.21.13.155,79.126.174.245,9569,22,tcp,0.4076121478181406,603,537,5,brute_force
172.27.152.13,116.113.31.207,40876,22,tcp,1.1553063953809886,883,347,5,brute_force
172.17.76.84,68.94.118.65,65259,443,tcp,3.9731203969783015,4196,9675,20,benign
10.134.153.220,200.50.101.103,30529,445,tcp,1.2252680706189338,579,743,2,brute_force
10.150.54.44,35.199.0.78,50414,8443,tcp,0.5451881097193542,99,300,4,c2_beacon
172.18.3.243,91.205.133.99,55982,46620,tcp,0.22264287939124724,114,49,5,port_scan
172.17.26.230,150.201.245.43,61843,53,tcp,2.2058973039790013,7767,12603,30,benign
172.26.228.88,120.21.129.23,12967,11652,tcp,0.3198278713067431,64,226,5,port_scan
10.145.176.77,164.46.193.79,19113,47389,tcp,0.28614103397350016,213,221,4,port_scan
192.168.89.199,176.234.208.118,58238,8443,tcp,0.47155561453693734,310,383,4,c2_beacon
172.20.94.61,35.103.126.218,40172,22,tcp,0.27675438056649426,802,200,6,brute_force
10.180.218.113,26.110.42.81,44782,8443,tcp,0.40508128333384036,207,524,3,c2_beacon
172.23.142.203,131.200.135.68,55234,22,tcp,0.5683618178496394,265,441,2,brute_force
172.20.222.35,51.192.45.221,17452,22,tcp,0.944098066763521,564,712,4,brute_force
10.23.32.210,119.223.127.75,31020,80,udp,2.7539556007115484,7876,20266,40,benign
192.168.196.20,106.167.77.174,29762,445,tcp,0.8854353096383714,267,283,3,brute_force
172.24.14.195,107.239.100.112,64487,80,udp,1.595310137499957,6626,10790,26,benign
192.168.217.53,155.226.228.166,23393,3389,tcp,1.4654864656024895,830,745,9,brute_force
192.168.196.20,106.167.77.174,14498,445,tcp,1.0704057836435272,689,754,4,brute_force
10.89.3.119,18.32.77.159,54369,80,tcp,3.1471160006253185,4628,5612,16,benign
192.168.29.243,175.201.47.192,32138,80,tcp,2.5793570030724844,5505,23892,40,benign
172.25.200.168,5.88.62.155,60398,55182,tcp,0.12789772631147017,97,392,2,port_scan
192.168.88.174,139.190.118.86,33738,443,tcp,0.46607217262123973,320,683,4,c2_beacon
10.9.128.200,171.153.13.87,25304,53,udp,3.3475777076887407,6463,9511,23,benign
10.113.38.198,160.44.64.66,55224,443,tcp,0.27890642524273646,297,180,3,c2_beacon
192.168.238.98,180.66.225.234,18213,8080,tcp,0.4788269206826099,184,135,8,c2_beacon
172.29.71.241,153.120.218.39,51057,80,tcp,1.2223179888998492,3582,6310,14,benign
10.200.104.89,82.78.38.75,51887,15470,tcp,0.15321988236217204,133,302,1,port_scan
192.168.59.127,1.151.207.112,48018,19620,tcp,0.4117465084671798,159,271,4,port_scan
192.168.73.24,46.60.46.204,9417,22,tcp,1.610497569822067,733,699,10,brute_force
192.168.56.213,189.91.13.38,63688,443,tcp,4.015703215332688,1631,11154,16,benign
172.18.50.115,102.215.114.246,52661,33976,tcp,0.12182529095169044,179,205,1,port_scan
192.168.110.164,145.172.175.150,18544,589,tcp,0.09205372085057001,52,165,5,port_scan
10.68.163.64,32.147.167.174,63002,19458,tcp,0.20382994769195564,294,356,3,port_scan
10.155.81.201,218.125.239.173,48290,22,tcp,1.0291032214145541,767,134,4,brute_force
172.17.63.131,171.150.125.10,9675,24293,tcp,0.2498718021161071,257,13,5,port_scan
10.222.81.250,125.4.126.121,37041,22,tcp,0.5277459501414923,943,387,5,brute_force
192.168.159.230,32.41.46.207,60642,443,tcp,0.2794916857393325,142,667,2,c2_beacon
172.17.96.225,71.200.74.214,38810,8443,tcp,0.6206187546575729,231,793,8,c2_beacon
192.168.89.199,176.234.208.118,49685,8443,tcp,0.44182106514953046,226,258,7,c2_beacon
172.16.100.152,123.250.186.175,39544,8080,tcp,0.4175427787719814,154,420,8,c2_beacon
192.168.117.96,200.193.182.206,3601,443,tcp,0.30242303094308587,251,589,5,c2_beacon
10.118.216.211,2.177.173.148,4741,8080,tcp,0.22577231452231283,388,279,5,c2_beacon
10.138.150.255,76.240.227.164,8288,8080,tcp,0.4064112969351174,320,184,3,c2_beacon
172.16.168.188,171.172.140.194,23583,3389,tcp,0.8211546093801617,658,541,5,brute_force
172.28.153.101,96.129.49.46,25929,443,tcp,0.6598374619335136,285,712,7,c2_beacon
172.26.228.88,120.21.129.23,27720,11666,tcp,0.06998280630000053,132,156,2,port_scan
172.22.124.118,141.15.39.168,58695,59067,tcp,0.049310140955786175,244,179,1,port_scan
172.20.94.61,35.103.126.218,30045,22,tcp,0.582064198166949,928,251,3,brute_force
172.31.202.54,112.186.227.13,27796,8080,tcp,0.3990246265387004,80,165,5,c2_beacon
10.157.235.55,98.211.21.23,8355,4103,tcp,0.23307151852313823,200,135,5,port_scan
172.16.52.188,16.34.81.58,10962,80,udp,4.095492039624577,6467,6709,20,benign
10.254.124.24,133.186.145.110,21557,123,tcp,3.512336907966332,4809,8377,19,benign
10.113.97.174,28.116.41.236,15939,22,tcp,1.3944506144745263,628,100,4,brute_force
192.168.53.53,177.49.65.33,12017,445,tcp,0.5906621953925304,882,166,3,brute_force
10.122.51.69,183.13.218.11,44145,53,tcp,3.9883181074371823,11392,6141,29,benign
172.24.81.236,74.17.140.226,9486,80,udp,3.3966792052682213,2719,11833,19,benign
10.244.213.201,179.92.40.21,8258,22,tcp,0.9385256521191025,576,741,7,brute_force
192.168.88.174,139.190.118.86,48983,443,tcp,0.2639120220975981,191,423,6,c2_beacon
172.28.174.235,138.138.54.107,47661,22,tcp,0.5088381681391756,232,155,10,brute_force
10.138.113.163,211.230.159.54,16521,22,tcp,1.6088271979851771,517,722,6,brute_force
10.149.66.38,67.196.173.18,52549,8080,tcp,0.3145819804779536,137,688,5,c2_beacon
192.168.137.183,211.6.211.72,15884,445,tcp,1.6116922171989891,228,405,4,brute_force
192.168.137.224,107.136.49.224,12236,17574,tcp,0.21792535757410503,134,108,5,port_scan
192.168.63.176,158.199.130.197,28586,445,tcp,0.506695003816098,524,429,8,brute_force
10.154.18.21,165.169.116.36,7223,53,udp,2.7973219593590537,6188,15542,31,benign
192.168.121.115,33.253.100.84,35986,11571,tcp,0.3074001053835894,107,163,4,port_scan
192.168.252.77,43.84.144.157,23033,445,tcp,0.7115689309893338,973,463,5,brute_force
10.53.9.198,60.112.49.23,12852,8080,tcp,0.5793555364613576,267,754,4,c2_beacon
172.27.28.183,44.81.17.95,16165,8443,tcp,0.7681642245229361,341,328,6,c2_beacon
10.100.204.209,2.124.173.19,12607,123,tcp,2.0517804677848153,7804,4175,20,benign
192.168.118.10,145.140.253.103,35490,53,tcp,3.3183011304119825,5752,4175,16,benign
10.172.217.235,81.246.157.184,57776,22,tcp,1.132262834478861,732,538,2,brute_force
192.168.117.207,200.150.201.140,35046,80,tcp,3.632345361429193,7391,15639,33,benign
172.23.185.139,216.35.66.195,34164,22,tcp,1.4799741912303097,335,55,6,brute_force
10.22.43.130,159.94.181.96,14257,3389,tcp,0.08658319707367301,394,404,5,brute_force
10.79.72.251,137.128.69.114,65343,123,tcp,4.112905903049461,3913,8906,18,benign
10.32.43.111,32.170.52.226,47821,53,udp,0.8007361953067456,200,15484,19,benign
192.168.209.155,189.20.80.149,8517,443,udp,2.183991768665211,8827,14572,35,benign
172.24.62.104,61.19.222.212,65463,53,tcp,2.118313019854714,653,12093,16,benign
172.23.185.139,216.35.66.195,41607,22,tcp,1.3034711793764349,791,435,3,brute_force
192.168.217.6,86.180.86.49,28434,17137,tcp,0.249869534368942,52,351,4,port_scan
10.113.97.174,28.116.41.236,18260,22,tcp,0.6773610487245683,918,381,3,brute_force
10.141.200.19,94.60.137.108,23811,443,tcp,0.7392500357650841,320,336,3,c2_beacon
192.168.248.77,111.28.122.95,48274,123,tcp,4.346753281372996,4797,5176,15,benign
192.168.73.133,81.120.85.148,25703,8443,tcp,0.4878380017423662,240,254,3,c2_beacon
10.112.158.57,187.114.210.211,50257,3389,tcp,0.8090766509015218,646,97,8,brute_force
10.216.196.67,175.207.98.226,44283,443,udp,4.864686033095328,8174,13793,33,benign
172.27.152.13,116.113.31.207,27053,22,tcp,1.1045152913272496,798,522,6,brute_force
192.168.196.20,106.167.77.174,18917,445,tcp,0.6859185685373124,660,493,10,brute_force
172.22.172.212,46.165.150.44,11115,80,udp,1.8958207957427127,3398,17142,27,benign
10.22.43.130,159.94.181.96,58624,3389,tcp,1.5978731703733091,278,644,10,brute_force
192.168.217.6,86.180.86.49,58757,17144,tcp,0.19594837195827158,116,365,5,port_scan
10.231.131.21,41.115.217.13,22468,123,tcp,2.1134405252179613,3271,7317,15,benign
10.138.113.163,211.230.159.54,45482,22,tcp,0.6015868555675621,896,55,5,brute_force
192.168.117.96,200.193.182.206,49024,443,tcp,0.7802150818137181,100,162,6,c2_beacon
10.248.49.19,82.64.182.89,60123,53020,tcp,0.18033538128823,269,147,5,port_scan
192.168.238.98,180.66.225.234,51969,8080,tcp,0.40004063247702276,208,486,5,c2_beacon
10.181.46.231,172.78.2.196,32984,123,tcp,4.1635033988544015,4841,10368,21,benign
192.168.53.53,177.49.65.33,37012,445,tcp,0.4540193230632401,900,423,3,brute_force
172.28.174.235,138.138.54.107,11710,22,tcp,1.3766403053788738,602,353,3,brute_force
172.22.14.149,107.197.173.169,55096,445,tcp,0.5614146302464988,934,259,3,brute_force
192.168.33.226,86.175.31.63,36284,53,udp,0.2581508017441827,2854,9903,17,benign
172.18.50.115,102.215.114.246,31238,33982,tcp,0.13306683621163984,192,383,5,port_scan
172.23.142.203,131.200.135.68,32626,22,tcp,0.3928158376570763,235,63,9,brute_force
10.49.7.145,34.217.146.120,32747,123,udp,2.385592152318746,3326,9038,17,benign
10.0.131.94,140.24.99.46,62691,36869,tcp,0.24918878386878707,241,314,1,port_scan
10.180.130.157,133.238.224.84,36994,53,udp,3.648585727658082,1003,9282,13,benign
10.214.186.227,186.127.55.179,26536,443,udp,0.9002973217160668,1237,16397,22,benign
192.168.106.40,105.166.49.13,3588,9698,tcp,0.34391474950566314,280,263,2,port_scan
10.125.154.216,210.0.138.118,51767,443,tcp,0.3253016168759889,359,305,3,c2_beacon
10.139.27.83,54.118.218.228,56304,43160,tcp,0.23829529936086147,66,271,1,port_scan
10.176.165.40,4.22.243.186,10689,123,udp,3.6765132116217685,2068,1954,6,benign
172.26.236.174,145.80.103.193,29867,123,tcp,3.941011058266225,1607,10598,16,benign
172.21.157.197,26.175.0.212,13939,3389,tcp,0.8688601231843763,784,75,8,brute_force
10.56.188.91,156.108.77.114,15162,57243,tcp,0.061386867353615565,51,120,4,port_scan
172.22.124.118,141.15.39.168,62727,59066,tcp,0.3181287079341184,155,306,4,port_scan
10.132.120.194,25.42.57.251,38426,443,tcp,0.6788990547691903,305,544,2,c2_beacon
172.25.171.149,190.30.16.105,32520,10423,tcp,0.18227654439381719,190,220,4,port_scan
172.28.174.235,138.138.54.107,41798,22,tcp,1.0975677539547986,659,389,8,brute_force
10.79.73.120,100.248.240.81,35857,3389,tcp,0.5638949242302105,667,383,9,brute_force
10.155.194.23,124.41.5.136,52320,3389,tcp,0.9383540115969091,782,561,8,brute_force
10.87.87.165,196.138.237.95,42575,445,tcp,0.29199270581881964,832,348,7,brute_force
172.26.43.54,25.97.64.63,4053,443,tcp,0.5145201483060647,108,688,5,c2_beacon
10.155.97.20,195.199.32.154,19945,8443,tcp,0.4541867396081948,212,606,3,c2_beacon
172.29.97.99,104.187.90.141,32015,445,tcp,1.5144202616341829,806,729,9,brute_force
172.26.64.156,116.114.222.116,58428,123,udp,1.1841540567515771,7830,8588,25,benign
192.168.135.33,133.124.130.241,45274,80,udp,3.97014761107137,2756,10654,18,benign
10.134.153.220,200.50.101.103,12706,445,tcp,0.8864282920757025,369,346,6,brute_force
192.168.166.125,124.186.180.236,46123,21092,tcp,0.047552116720770504,178,178,3,port_scan
10.172.217.235,81.246.157.184,26785,22,tcp,0.7835523760963794,548,458,6,brute_force
192.168.63.99,97.13.38.109,10883,123,tcp,1.0145726298798399,6711,15020,31,benign
192.168.243.42,121.125.64.232,54240,8443,tcp,0.6605230913464581,247,302,3,c2_beacon
192.168.22.228,78.7.176.181,11955,53,tcp,2.6513508428242796,1487,15975,21,benign
192.168.231.248,153.7.22.150,19690,3389,tcp,1.743976286792622,890,378,7,brute_force
10.145.140.160,220.197.245.0,56856,443,tcp,4.6649945345810995,4585,11141,22,benign
10.156.16.198,39.154.202.164,26862,123,tcp,2.520497963088631,4151,15448,27,benign
172.20.244.49,214.148.75.170,31263,3389,tcp,0.5413584973400611,767,438,9,brute_force
10.60.59.134,36.110.149.27,53986,80,tcp,3.0388070032374817,200,11431,14,benign
10.141.200.19,94.60.137.108,60945,443,tcp,0.4759599925393845,365,606,3,c2_beacon
10.155.21.24,7.22.214.27,36146,53,tcp,2.993354129122894,2832,10734,18,benign
172.31.129.221,150.105.25.22,11829,80,tcp,3.5406818154951556,5772,7463,20,benign
192.168.61.47,5.147.22.104,19471,1557,tcp,0.16397380730864405,226,230,4,port_scan
10.132.120.194,25.42.57.251,52445,443,tcp,0.4244338955875045,217,415,6,c2_beacon
172.29.159.61,209.122.118.244,55575,123,tcp,2.2600571996259267,6001,4628,17,benign
10.118.216.211,2.177.173.148,19728,8080,tcp,0.676255935644222,274,338,4,c2_beacon
192.168.181.6,29.166.132.34,4278,443,tcp,0.17261629676262275,358,236,7,c2_beacon
192.168.233.117,112.228.158.147,30467,80,tcp,1.661798653216111,5477,10637,23,benign
192.168.59.127,1.151.207.112,31731,19623,tcp,0.1328413383149138,47,312,3,port_scan
172.22.190.79,119.157.169.53,22678,445,tcp,1.4482270587520598,739,388,5,brute_force
172.26.144.179,36.11.41.59,34880,8080,tcp,0.7536383323766231,267,469,5,c2_beacon
10.134.153.220,200.50.101.103,49365,445,tcp,0.9006007361063826,403,83,7,brute_force
172.26.15.69,93.246.58.221,33184,80,udp,3.1729827924299165,6157,8408,22,benign
192.168.136.234,66.31.37.140,52024,8080,tcp,0.45140664948281395,338,423,6,c2_beacon
192.168.178.191,18.199.61.105,53448,443,udp,3.3625959752149193,5333,14981,28,benign
192.168.57.117,82.199.108.164,10537,22,tcp,0.5841266561636174,553,698,8,brute_force
172.25.59.8,73.46.28.98,37990,3389,tcp,0.36967249534941926,821,610,4,brute_force
172.18.3.243,91.205.133.99,49050,46621,tcp,0.12445461070433494,265,15,4,port_scan
192.168.54.163,149.134.14.67,32307,443,tcp,1.8277023319515215,5307,22755,38,benign
192.168.244.19,115.71.226.32,42334,22,tcp,0.8437848728068984,317,591,2,brute_force
192.168.190.244,2.64.232.189,27268,53,udp,2.3361978699626023,6180,11391,26,benign
192.168.232.137,191.42.33.6,3484,123,udp,3.6462675500215465,9503,14037,36,benign
192.168.104.16,82.9.35.235,12282,1595,tcp,0.23335868974971588,169,386,3,port_scan
192.168.192.164,44.209.136.198,5015,53,udp,2.5581708527669127,8936,24420,47,benign
172.30.133.247,31.50.52.55,23572,8443,tcp,0.5310669953727443,257,269,4,c2_beacon
172.26.228.88,120.21.129.23,37075,11660,tcp,0.1388098366797687,43,113,5,port_scan
10.136.48.122,24.235.185.55,55979,80,udp,3.3517308319884713,9497,7017,26,benign
192.168.129.95,67.228.184.98,61701,80,udp,4.628718057395666,4469,15682,27,benign
192.168.141.135,201.252.209.128,1114,443,tcp,2.732438258005674,4542,10995,22,benign
10.14.0.163,91.246.195.216,29691,123,tcp,2.977538754946071,6694,2080,15,benign
10.32.60.71,82.49.126.187,10787,80,tcp,2.7554703533942457,6347,9472,23,benign
10.106.172.195,7.55.71.90,5122,80,tcp,2.5109076455521326,3527,17269,28,benign
10.149.243.161,188.233.55.234,34745,53,tcp,2.5795984803309286,1032,2629,5,benign
172.25.171.149,190.30.16.105,43157,10417,tcp,0.23825990282818804,237,124,4,port_scan
10.140.191.113,90.226.227.109,63641,8443,tcp,0.3794656441356676,189,123,3,c2_beacon
10.27.249.61,207.126.119.129,33643,8443,tcp,0.6558580547597389,211,351,6,c2_beacon
172.29.175.82,51.214.250.216,23365,22,tcp,1.1922589466229154,929,458,7,brute_force
10.209.127.223,202.9.128.9,29058,22,tcp,0.9392023116560533,802,636,2,brute_force
172.18.50.115,102.215.114.246,31510,33966,tcp,0.17838914277579787,298,48,5,port_scan
10.88.197.112,8.10.51.95,53903,8443,tcp,0.5836661581883706,353,425,5,c2_beacon
10.150.54.44,35.199.0.78,24464,8443,tcp,0.4231444942808972,371,105,2,c2_beacon
10.238.179.71,40.255.225.145,40745,38151,tcp,0.1831769789354799,251,185,5,port_scan
10.150.54.44,35.199.0.78,28676,8443,tcp,0.3059564775917704,398,564,2,c2_beacon
192.168.208.105,1.229.42.197,14523,80,udp,3.4628991858456666,988,24728,31,benign
10.134.153.220,200.50.101.103,16823,445,tcp,0.45929108555500175,289,793,10,brute_force
10.170.148.254,84.24.118.88,50597,8443,tcp,0.632352538140449,327,751,6,c2_beacon
10.77.44.204,144.90.57.179,14266,53,udp,0.48059414962327507,369,8304,10,benign
172.27.199.5,186.87.67.247,63663,123,udp,3.150962984992606,4182,7920,17,benign
192.168.136.234,66.31.37.140,48303,8080,tcp,0.5971934622145335,266,570,5,c2_beacon
172.16.12.11,90.225.90.247,34103,3389,tcp,0.7070424437151686,299,481,8,brute_force
192.168.166.125,124.186.180.236,27047,21085,tcp,0.32393294080462326,106,332,5,port_scan
192.168.219.197,1.233.99.253,44126,445,tcp,1.2871132525601519,449,454,6,brute_force
172.26.136.254,129.117.250.69,64434,3389,tcp,0.6103651247623305,445,440,6,brute_force
172.30.171.149,38.183.103.94,46861,123,tcp,3.294989475660771,200,10255,12,benign
172.17.247.2,44.66.166.25,52890,33505,tcp,0.2964392048828329,291,16,4,port_scan
192.168.219.197,1.233.99.253,63247,445,tcp,0.9664081567608763,901,197,7,brute_force
10.149.208.86,124.248.99.16,60887,8443,tcp,0.49778298074058763,221,439,3,c2_beacon
172.29.112.122,33.135.14.56,32713,8080,tcp,0.4420759170035593,343,214,8,c2_beacon
172.23.121.186,212.50.97.196,60222,53,udp,2.35813343009743,1504,4848,9,benign
172.26.212.39,210.218.216.208,56399,3389,tcp,1.0957373417169782,993,342,3,brute_force
10.244.213.201,179.92.40.21,13340,22,tcp,0.7082889569574127,501,95,9,brute_force
10.155.81.201,218.125.239.173,9492,22,tcp,1.2397345882371362,313,264,6,brute_force
172.26.53.97,35.124.183.235,27429,14138,tcp,0.2059213629501127,43,215,5,port_scan
192.168.161.157,77.140.199.2,6715,443,tcp,0.06998531429528454,116,718,7,c2_beacon
10.200.104.89,82.78.38.75,43754,15472,tcp,0.14593438158555957,148,211,5,port_scan
172.31.27.125,48.234.30.231,40642,29533,tcp,0.21071764274494684,142,306,4,port_scan
10.185.60.89,177.102.90.138,19067,53,tcp,3.790904453337693,5377,6307,17,benign
10.172.217.235,81.246.157.184,30846,22,tcp,0.7700237348467013,648,636,6,brute_force
172.26.107.122,62.20.53.86,64164,445,tcp,1.4582047674910619,484,437,5,brute_force
192.168.159.230,32.41.46.207,23580,443,tcp,0.35761026715341804,103,375,2,c2_beacon
172.21.55.180,112.117.125.143,64793,443,tcp,3.6192123041044435,200,9164,11,benign
10.211.97.238,175.76.46.97,44959,25071,tcp,0.19983454399381725,211,388,1,port_scan
192.168.121.115,33.253.100.84,48567,11576,tcp,0.1970252241738959,237,264,3,port_scan
192.168.144.15,58.241.49.114,6020,3389,tcp,1.7936098924300121,518,508,3,brute_force
192.168.196.20,106.167.77.174,21299,445,tcp,1.022919627352076,929,526,8,brute_force
10.222.81.250,125.4.126.121,15963,22,tcp,0.8577017079978121,340,535,2,brute_force
172.31.147.235,183.28.134.84,34525,123,udp,3.747120303731291,1194,11512,16,benign
192.168.235.206,15.108.245.15,37026,80,tcp,1.8692596891802156,1474,3038,5,benign
172.28.174.235,138.138.54.107,10076,22,tcp,1.3262452975930374,877,278,8,brute_force
192.168.49.228,63.87.132.102,1258,16936,tcp,0.014511429796419617,291,196,3,port_scan
172.29.159.219,88.157.220.115,44772,123,udp,0.6480626383688572,5647,2352,13,benign
192.168.238.98,180.66.225.234,2163,8080,tcp,0.35720759159533166,207,105,6,c2_beacon
192.168.165.14,76.110.164.210,33281,443,tcp,4.208272679566703,6265,14971,30,benign
10.79.73.120,100.248.240.81,22445,3389,tcp,0.7901940094871536,511,249,3,brute_force
192.168.238.98,180.66.225.234,42377,8080,tcp,0.8894089478703595,325,445,2,c2_beacon
172.26.151.67,176.64.202.47,13785,8443,tcp,0.2806266383367684,372,217,4,c2_beacon
172.27.77.39,8.175.225.69,1077,443,tcp,0.20272349715841004,207,349,6,c2_beacon
172.26.151.67,176.64.202.47,7472,8443,tcp,0.2105332160694265,390,602,3,c2_beacon
172.30.189.156,52.172.34.235,53512,443,tcp,4.087107934234146,4392,15584,27,benign
192.168.166.206,153.38.175.117,36470,51054,tcp,0.19890881623373677,230,32,2,port_scan
10.190.200.26,151.149.194.112,41843,8443,tcp,0.6247280900042161,80,270,4,c2_beacon
172.30.164.199,156.30.90.156,14672,8443,tcp,0.6964417690355532,172,409,8,c2_beacon
172.22.190.79,119.157.169.53,13622,445,tcp,1.0235200029878477,531,217,7,brute_force
172.21.74.60,216.90.151.153,48339,8080,tcp,0.6099882793941758,256,619,6,c2_beacon
192.168.216.165,94.235.204.5,8750,123,tcp,3.4112193528959582,3241,12597,21,benign
10.112.140.116,199.154.180.75,53837,80,udp,3.053188853070428,2682,11958,19,benign
10.37.94.130,201.187.23.72,28013,445,tcp,0.884247161642878,680,775,7,brute_force
10.222.81.250,125.4.126.121,6425,22,tcp,1.6465107466434978,706,759,10,brute_force
172.17.96.225,71.200.74.214,7438,8443,tcp,0.2872830550649625,156,202,5,c2_beacon
10.139.27.83,54.118.218.228,3816,43171,tcp,0.324512784804092,94,38,1,port_scan
172.31.27.125,48.234.30.231,62790,29540,tcp,0.11272546689916449,110,161,3,port_scan
10.145.134.156,152.247.110.70,20196,123,udp,2.9038951926174663,7733,18051,37,benign
172.27.118.194,216.207.249.67,23228,123,udp,2.0217592258329935,4740,4462,14,benign
172.29.175.82,51.214.250.216,60981,22,tcp,0.6426645959154857,731,190,7,brute_force
10.42.150.93,98.157.171.57,41695,3389,tcp,0.6856148891901908,916,599,3,brute_force
10.77.158.177,31.127.240.23,22421,80,tcp,3.4480444421009615,1368,13695,19,benign
172.23.142.203,131.200.135.68,6965,22,tcp,1.5686424643251375,869,417,3,brute_force
172.17.96.225,71.200.74.214,52976,8443,tcp,0.3060602404976258,285,433,8,c2_beacon
10.134.153.220,200.50.101.103,55566,445,tcp,0.5999977268631631,484,159,6,brute_force
172.29.181.89,78.191.64.128,4346,443,tcp,0.37338112482940716,261,767,3,c2_beacon
172.29.175.82,51.214.250.216,37325,22,tcp,0.9478672555324552,292,225,9,brute_force
172.25.95.152,117.6.123.35,21231,123,tcp,1.1684314676850287,2858,10694,18,benign
172.28.174.235,138.138.54.107,43401,22,tcp,0.9301958660036134,693,479,8,brute_force
172.17.94.211,66.34.62.199,51559,80,udp,1.2095827992607082,10343,16160,40,benign
192.168.140.203,50.223.42.155,43133,53,tcp,1.83274820799568,4175,8890,19,benign
172.17.7.115,17.218.69.248,5542,443,tcp,0.46539108177339,361,680,6,c2_beacon
172.29.112.122,33.135.14.56,6978,8080,tcp,0.683989504790595,377,261,5,c2_beacon
10.133.232.177,218.154.126.25,31489,53,udp,2.931105452171939,12537,5720,32,benign
10.155.81.201,218.125.239.173,30727,22,tcp,0.7763058323062643,764,643,6,brute_force
192.168.237.211,18.115.252.181,47030,123,tcp,2.9081015982327005,4592,12259,24,benign
192.168.217.53,155.226.228.166,18689,3389,tcp,0.7429334063179003,646,574,8,brute_force
10.220.74.145,2.7.76.69,55192,3389,tcp,0.7869466528357596,811,630,6,brute_force
10.119.37.130,139.64.175.210,44790,123,udp,2.845103868133876,4393,10011,20,benign
10.143.105.170,57.169.2.231,51358,80,tcp,1.9572236164411214,734,5812,8,benign
