pid,ppid,name,path,user,company,signed,num_modules,num_unsigned_modules,num_rwx_regions,avg_entropy,has_network_connection,num_connections,listening_ports,high_entropy_strings,cpu_usage,memory_usage_mb,label
1338,990,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,74,1,1,5.82,True,6,1,1,4.95,208.3,benign
1139,631,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,58,3,0,4.91,True,2,1,0,4.99,195.1,benign
1759,645,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,16,2,5,5.82,False,0,1,47,10.69,72.9,injected_loader
1396,996,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,74,1,0,5.55,False,0,0,2,3.81,129.2,benign
1464,523,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,80,1,0,5.58,False,0,1,2,6.64,80.0,benign
1561,690,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,49,1,0,5.71,False,0,0,1,5.97,137.1,benign
1153,531,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,54,3,1,4.72,False,0,0,3,5.29,107.0,benign
1621,357,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,16,12,4,6.38,True,20,0,11,5.09,75.0,infostealer_like
1182,678,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,17,0,1,5.31,False,0,0,1,2.34,62.3,benign
1250,262,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,62,2,1,5.19,True,5,2,0,3.34,190.6,benign
1653,437,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,9,4,4,6.28,True,20,0,36,4.17,67.4,infostealer_like
1192,345,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,22,0,1,5.5,True,7,0,3,1.68,80.6,benign
1291,715,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,65,2,0,5.7,False,0,1,2,4.1,114.4,benign
1422,806,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,44,0,0,5.62,True,10,1,0,1.88,98.7,benign
1306,376,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,24,2,1,4.81,True,6,0,2,7.78,118.8,benign
1383,575,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,51,1,0,5.19,False,0,2,3,7.28,96.1,benign
1183,437,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,13,0,1,5.43,False,0,2,0,3.49,148.7,benign
1595,809,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,42,0,1,4.7,True,9,0,1,2.02,109.5,benign
1599,537,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,11,1,1,4.93,True,0,2,1,0.44,203.2,benign
1622,766,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,21,9,4,6.36,True,51,0,39,11.33,98.9,infostealer_like
1487,453,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,50,3,1,5.02,True,0,1,3,0.65,161.2,benign
1666,381,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,13,6,2,6.31,True,43,0,40,7.17,99.1,infostealer_like
1193,676,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,54,3,0,6.19,True,1,1,3,1.39,175.3,benign
1445,979,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,59,3,1,4.88,False,0,1,2,3.02,159.1,benign
1709,285,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,23,5,7,7.4,True,12,2,55,51.9,279.3,ransomware_like
1255,987,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,22,2,1,4.89,True,1,0,2,3.5,150.0,benign
1643,591,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,26,11,1,6.76,True,35,1,17,8.4,53.8,infostealer_like
1309,284,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,55,2,1,4.84,True,9,0,1,6.04,113.0,benign
1353,636,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,31,0,0,4.7,True,7,1,0,3.33,181.1,benign
1544,355,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,67,0,1,5.76,False,0,0,0,2.17,11.1,benign
1039,367,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,35,2,1,5.52,True,1,1,1,1.68,114.2,benign
1629,757,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,7,8,4,7.2,True,21,1,20,0.84,88.4,infostealer_like
1742,880,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,21,11,8,7.31,True,10,0,68,45.09,148.2,ransomware_like
1238,923,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,31,0,1,5.13,False,0,2,1,0.12,86.9,benign
1746,620,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,18,9,4,6.2,True,6,0,43,5.88,83.3,injected_loader
1284,557,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,77,3,0,5.72,True,3,0,3,7.09,49.0,benign
1619,570,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,8,12,3,7.02,True,26,1,33,3.64,98.0,infostealer_like
1063,851,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,33,3,1,5.5,True,2,1,2,4.14,50.0,benign
1392,775,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,23,3,0,5.76,True,3,2,3,3.54,157.7,benign
1087,932,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,54,3,0,5.57,True,4,0,3,6.42,202.1,benign
1787,931,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,13,8,2,6.44,True,5,0,15,11.93,168.5,injected_loader
1658,695,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,5,7,2,6.81,True,53,0,17,4.01,92.4,infostealer_like
1057,931,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,14,3,0,5.72,True,6,0,3,5.69,156.0,benign
1553,435,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,70,2,0,5.5,True,1,2,1,3.67,63.8,benign
1144,487,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,22,0,0,4.92,True,1,0,3,5.77,82.3,benign
1354,829,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,48,2,1,6.17,False,0,2,1,7.87,130.3,benign
1179,314,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,54,2,1,5.41,True,4,2,1,1.31,119.7,benign
1523,452,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,53,0,1,5.75,False,0,1,0,4.07,100.2,benign
1601,787,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,29,12,1,6.35,True,31,1,35,1.74,82.2,infostealer_like
1425,674,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,11,2,1,5.34,False,0,1,2,3.56,140.6,benign
1325,388,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,65,2,0,5.66,True,6,0,0,7.85,132.8,benign
1532,993,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,51,0,0,4.9,False,0,1,1,5.81,109.9,benign
1672,533,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,7,12,3,7.25,True,54,1,15,6.4,79.7,infostealer_like
1465,859,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,47,1,1,5.52,True,2,1,1,5.73,94.1,benign
1652,558,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,9,11,3,6.87,True,19,0,14,11.43,115.4,infostealer_like
1360,211,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,59,1,0,5.75,True,7,2,0,4.33,153.7,benign
1696,788,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,25,6,6,7.39,False,0,0,90,50.83,273.9,ransomware_like
1155,906,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,79,0,0,5.14,False,0,2,1,2.9,83.0,benign
1662,348,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,16,9,2,6.12,True,57,0,26,4.02,81.7,infostealer_like
1633,206,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,6,4,3,6.49,True,43,1,14,11.76,136.3,infostealer_like
1287,987,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,24,0,1,4.97,False,0,1,0,0.32,174.5,benign
1086,960,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,70,2,1,5.23,True,7,1,3,8.13,147.0,benign
1186,521,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,63,0,1,5.81,True,7,0,2,5.73,129.3,benign
1389,714,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,29,3,0,5.52,True,9,2,0,6.24,84.8,benign
1549,468,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,68,3,0,5.15,True,3,1,1,3.58,159.3,benign
1635,273,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,15,5,4,6.34,True,43,1,34,9.93,54.9,infostealer_like
1261,925,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,75,2,1,6.61,True,7,1,1,2.58,113.3,benign
1162,530,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,21,1,0,5.9,False,0,2,0,2.54,117.5,benign
1589,672,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,26,3,0,5.23,True,6,1,2,3.32,73.3,benign
1258,871,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,47,0,1,6.0,True,3,2,2,0.95,137.4,benign
1546,869,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,50,3,0,4.97,False,0,2,0,3.74,130.8,benign
1552,731,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,62,0,0,5.19,True,0,2,2,2.32,97.3,benign
1260,421,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,65,0,1,5.41,False,0,0,2,0.7,143.5,benign
1665,352,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,22,11,3,6.36,True,28,0,17,7.95,64.8,infostealer_like
1264,303,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,64,0,0,5.97,True,3,2,1,0.59,118.4,benign
1559,442,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,24,0,0,6.32,False,0,2,0,2.9,52.1,benign
1228,356,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,52,1,0,5.64,True,0,1,3,5.46,164.8,benign
1042,244,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,17,1,1,5.45,True,3,2,0,7.62,111.5,benign
1149,920,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,11,1,1,6.32,True,5,2,0,5.69,118.5,benign
1197,769,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,67,1,1,5.48,False,0,2,0,6.41,112.5,benign
1651,985,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,8,7,2,7.37,True,52,1,24,5.4,88.4,infostealer_like
1632,510,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,20,9,4,6.85,True,60,1,16,6.98,83.7,infostealer_like
1515,581,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,75,0,0,5.91,True,5,2,3,3.25,148.0,benign
1055,952,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,15,0,1,6.17,False,0,2,2,4.86,137.1,benign
1026,962,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,19,0,0,5.57,False,0,2,1,5.27,163.3,benign
1275,594,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,47,2,0,5.56,False,0,0,1,4.42,128.4,benign
1788,332,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,12,7,2,6.25,True,10,0,55,12.02,102.5,injected_loader
1694,552,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,20,12,6,6.85,False,0,1,91,33.9,66.7,ransomware_like
1330,966,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,38,3,1,5.77,True,0,2,1,3.97,164.4,benign
1367,587,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,27,0,1,5.5,True,9,0,3,2.46,153.5,benign
1716,339,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,20,5,5,7.33,True,17,1,32,32.95,206.9,ransomware_like
1729,799,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,9,11,3,7.84,True,8,1,64,8.29,217.7,ransomware_like
1285,339,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,18,2,1,5.62,False,0,0,3,2.78,126.5,benign
1054,304,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,40,1,0,5.56,False,0,2,0,6.32,100.1,benign
1433,422,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,44,3,1,5.42,True,9,2,3,7.63,110.0,benign
1231,206,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,38,3,0,5.27,True,2,1,0,2.94,136.9,benign
1156,982,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,60,1,0,5.31,True,7,2,2,1.97,132.4,benign
1671,719,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,16,8,3,7.29,True,23,1,37,13.33,62.7,infostealer_like
1712,554,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,16,12,8,7.1,True,8,2,31,44.14,361.2,ransomware_like
1714,552,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,19,11,6,7.91,True,6,1,100,47.2,182.6,ransomware_like
1551,644,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,54,0,1,5.59,True,3,2,3,4.28,77.1,benign
1797,398,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,20,3,2,6.67,True,9,1,22,11.61,30.9,injected_loader
1610,919,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,14,11,1,7.43,True,56,1,14,6.14,63.3,infostealer_like
1723,306,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,18,14,3,7.08,True,25,0,36,41.0,277.1,ransomware_like
1565,283,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,76,3,1,5.89,True,5,1,0,5.55,138.8,benign
1282,632,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,60,1,0,5.91,False,0,0,0,2.72,74.1,benign
1784,882,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,20,6,6,6.32,False,0,0,56,21.81,27.2,injected_loader
1184,638,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,20,2,1,4.87,True,6,0,2,2.21,160.2,benign
1365,424,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,14,3,0,6.0,True,2,2,2,6.79,163.8,benign
1663,771,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,9,3,1,6.47,True,37,0,21,15.61,86.1,infostealer_like
1215,741,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,18,0,0,5.58,True,5,0,3,2.87,160.1,benign
1318,902,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,46,0,0,4.98,True,8,0,1,4.44,159.0,benign
1730,841,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,10,9,4,7.31,True,10,2,41,29.77,249.5,ransomware_like
1280,694,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,47,1,1,5.26,True,10,0,1,7.07,104.4,benign
1402,546,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,39,1,1,5.13,False,0,1,0,5.85,91.5,benign
1749,950,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,3,2,6,6.53,True,5,0,60,10.37,86.7,injected_loader
1640,670,svchost.exe,C:\Users\User\AppData\Roaming\svchost.exe,NT AUTHORITY\USER,Unknown,False,23,10,4,7.21,True,50,0,16,9.12,71.9,infostealer_like
1314,862,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,39,2,0,5.9,False,0,1,3,4.4,179.0,benign
1143,275,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,35,0,0,5.19,True,4,0,3,4.71,142.3,benign
1566,334,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,65,2,0,5.21,True,2,1,1,0.59,134.1,benign
1343,337,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,32,1,0,4.97,False,0,2,0,3.68,143.0,benign
1036,611,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,60,0,1,5.85,True,10,0,3,0.4,132.6,benign
1542,799,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,64,1,0,5.44,True,5,2,3,5.58,60.3,benign
1410,497,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,72,1,1,4.76,True,6,2,3,3.33,182.9,benign
1525,689,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,26,2,1,5.57,True,5,2,2,6.88,114.7,benign
1052,870,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,74,3,1,5.32,False,0,2,0,1.27,69.1,benign
1251,351,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,60,0,1,5.57,True,9,2,2,3.9,105.9,benign
1163,324,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,44,2,1,4.72,False,0,2,3,1.81,137.4,benign
1591,502,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,63,0,0,5.96,True,3,2,2,7.34,144.2,benign
1043,948,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,64,3,1,5.46,True,2,2,2,5.12,72.8,benign
1485,760,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,22,1,1,5.64,True,2,2,3,2.26,148.5,benign
1356,709,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,23,2,0,5.74,True,7,0,1,3.92,136.9,benign
1538,613,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,27,1,0,5.86,False,0,2,2,6.38,180.0,benign
1604,913,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,18,10,1,7.3,True,32,1,37,9.21,83.1,infostealer_like
1235,903,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,51,0,1,5.19,False,0,0,2,4.58,188.0,benign
1740,450,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,22,6,8,7.6,True,13,0,67,34.38,265.2,ransomware_like
1424,477,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,23,1,0,6.28,True,0,2,2,3.05,179.0,benign
1677,866,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,24,9,4,6.66,True,40,1,27,8.39,61.6,infostealer_like
1615,327,payload.exe,C:\ProgramData\payload.exe,NT AUTHORITY\USER,Unknown,False,8,3,4,7.5,True,54,1,22,11.67,84.4,infostealer_like
1074,320,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,77,2,0,5.58,True,8,1,3,6.5,161.7,benign
1456,596,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,56,2,0,6.34,True,1,2,2,4.69,157.6,benign
1241,644,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,69,1,1,5.97,False,0,0,0,3.2,143.3,benign
1160,555,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,13,3,1,5.48,True,0,0,1,5.08,95.5,benign
1051,302,lsass.exe,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,Microsoft,True,33,1,1,5.89,False,0,0,0,2.74,86.5,benign
1506,824,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,37,2,0,5.05,False,0,1,0,6.69,96.9,benign
1048,650,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,34,3,1,6.57,True,8,1,3,4.79,139.1,benign
1795,512,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,15,3,6,6.63,True,4,0,30,7.48,112.9,injected_loader
1463,849,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,37,1,0,4.86,False,0,0,0,1.35,197.0,benign
1296,673,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,10,0,0,6.13,False,0,2,2,3.26,180.7,benign
1681,649,update.exe,C:\Users\User\AppData\Roaming\Update\update.exe,NT AUTHORITY\USER,Unknown,False,7,9,8,7.33,True,23,0,38,46.94,209.8,ransomware_like
1304,602,svchost.exe,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,Microsoft,True,13,3,1,5.41,True,2,2,0,4.02,144.1,benign
1388,808,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,31,1,1,5.06,False,0,1,1,4.28,118.0,benign
1572,761,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,43,3,0,5.7,True,0,2,3,5.72,77.1,benign
1097,315,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,38,1,1,5.32,False,0,1,1,6.3,80.8,benign
1373,857,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,80,0,0,4.99,False,0,1,2,0.76,154.8,benign
1563,203,chrome.exe,C:\Program Files\Google\Chrome\Application\chrome.exe,NT AUTHORITY\USER,Google LLC,True,66,0,1,5.66,True,0,0,3,2.68,77.5,benign
1266,325,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,76,0,0,5.24,True,10,0,1,6.22,147.2,benign
1021,668,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,32,1,0,4.52,True,3,2,0,4.5,150.5,benign
1533,382,explorer.exe,C:\Windows\explorer.exe,NT AUTHORITY\USER,Microsoft,True,39,2,0,6.18,True,5,0,3,4.55,133.3,benign
1609,330,chrome.exe,C:\Users\User\AppData\Local\Temp\chrome.exe,NT AUTHORITY\USER,Unknown,False,9,8,1,6.96,True,33,1,17,7.33,29.7,infostealer_like
1495,963,Teams.exe,C:\Users\User\AppData\Local\Microsoft\Teams\current\Teams.exe,NT AUTHORITY\USER,Microsoft,True,23,3,0,5.95,False,0,2,2,4.95,88.3,benign
